Intent,Question,Answer
get_bed_sizes,"What are the bed sizes in Ichibi Luxury Lodge?","Rooms 1 and 5: 1 King bed each; Rooms 2, 3, and 4: 1 King or 2 XL Singles each"
get_bed_sizes,"Can you tell me the bed sizes at Ichibi Luxury Lodge?","Rooms 1 and 5: 1 King bed each; Rooms 2, 3, and 4: 1 King or 2 XL Singles each"
get_bed_sizes,"What type of beds are in Ichibi Luxury Lodge?","Rooms 1 and 5: 1 King bed each; Rooms 2, 3, and 4: 1 King or 2 XL Singles each"
get_bed_sizes,"How big are the beds in Ichibi Luxury Lodge?","Rooms 1 and 5: 1 King bed each; Rooms 2, 3, and 4: 1 King or 2 XL Singles each"

get_size,"What is the size of Ichibi Luxury Lodge?","350m²"
get_size,"How large is Ichibi Luxury Lodge?","350m²"
get_size,"Can you provide the area of Ichibi Luxury Lodge?","350m²"
get_size,"What is the total square meters of Ichibi Luxury Lodge?","350m²"

get_built_year,"When was Ichibi Luxury Lodge built?","2004"
get_built_year,"In which year was Ichibi Luxury Lodge constructed?","2004"
get_built_year,"What is the construction year of Ichibi Luxury Lodge?","2004"
get_built_year,"When did they build Ichibi Luxury Lodge?","2004"

has_ac,"Does Ichibi Luxury Lodge have air conditioning?","No"
has_ac,"Is there AC available in Ichibi Luxury Lodge?","No"
has_ac,"Does Ichibi Luxury Lodge come with air conditioning?","No"
has_ac,"Can I use air conditioning at Ichibi Luxury Lodge?","No"

has_heat,"Does Ichibi Luxury Lodge have heating?","Yes"
has_heat,"Is there heating in Ichibi Luxury Lodge?","Yes"
has_heat,"Does Ichibi Luxury Lodge provide heating?","Yes"
has_heat,"Can I expect heating at Ichibi Luxury Lodge?","Yes"

has_fan,"Does Ichibi Luxury Lodge have a fan?","No"
has_fan,"Is there a fan available in Ichibi Luxury Lodge?","No"
has_fan,"Can I use a fan at Ichibi Luxury Lodge?","No"
has_fan,"Does Ichibi Luxury Lodge include a fan?","No"

has_washing_machine,"Does Ichibi Luxury Lodge have a washing machine?","Yes"
has_washing_machine,"Is there a washing machine in Ichibi Luxury Lodge?","Yes"
has_washing_machine,"Can I do laundry at Ichibi Luxury Lodge?","Yes"
has_washing_machine,"Does Ichibi Luxury Lodge provide a washer?","Yes"

has_tumble_dryer,"Does Ichibi Luxury Lodge have a tumble dryer?","Yes"
has_tumble_dryer,"Is there a dryer available in Ichibi Luxury Lodge?","Yes"
has_tumble_dryer,"Can I use a tumble dryer at Ichibi Luxury Lodge?","Yes"
has_tumble_dryer,"Does Ichibi Luxury Lodge include a dryer?","Yes"

has_dishwasher,"Does Ichibi Luxury Lodge have a dishwasher?","Yes"
has_dishwasher,"Is there a dishwasher in Ichibi Luxury Lodge?","Yes"
has_dishwasher,"Can I use a dishwasher at Ichibi Luxury Lodge?","Yes"
has_dishwasher,"Does Ichibi Luxury Lodge provide a dishwasher?","Yes"

has_iron,"Is there an iron available at Ichibi Luxury Lodge?","Yes"
has_iron,"Does Ichibi Luxury Lodge have an iron?","Yes"
has_iron,"Can I use an iron at Ichibi Luxury Lodge?","Yes"
has_iron,"Is an iron provided in Ichibi Luxury Lodge?","Yes"

has_tv,"Does Ichibi Luxury Lodge have a TV?","Yes"
has_tv,"Is there a television in Ichibi Luxury Lodge?","Yes"
has_tv,"Can I watch TV at Ichibi Luxury Lodge?","Yes"
has_tv,"Does Ichibi Luxury Lodge include a TV?","Yes"

allows_pets,"Are pets allowed at Ichibi Luxury Lodge?","Yes"
allows_pets,"Can I bring my pet to Ichibi Luxury Lodge?","Yes"
allows_pets,"Is pet-friendly accommodation available at Ichibi Luxury Lodge?","Yes"
allows_pets,"Does Ichibi Luxury Lodge allow animals?","Yes"

has_desk,"Is there a desk available at Ichibi Luxury Lodge?","Yes"
has_desk,"Does Ichibi Luxury Lodge provide a workspace?","Yes"
has_desk,"Can I work at Ichibi Luxury Lodge?","Yes"
has_desk,"Is a desk included in Ichibi Luxury Lodge?","Yes"

has_fireplace,"Does Ichibi Luxury Lodge have a fireplace?","No"
has_fireplace,"Is there a fireplace in Ichibi Luxury Lodge?","No"
has_fireplace,"Can I use the fireplace at Ichibi Luxury Lodge?","No"
has_fireplace,"Does Ichibi Luxury Lodge include a fireplace?","No"

has_fire_extinguisher,"Is there a fire extinguisher at Ichibi Luxury Lodge?","No"
has_fire_extinguisher,"Does Ichibi Luxury Lodge provide a fire extinguisher?","No"
has_fire_extinguisher,"Can I find a fire extinguisher in Ichibi Luxury Lodge?","No"
has_fire_extinguisher,"Is a fire extinguisher available at Ichibi Luxury Lodge?","No"

has_first_aid,"Is there a first aid kit available at Ichibi Luxury Lodge?","No"
has_first_aid,"Does Ichibi Luxury Lodge provide a first aid kit?","No"
has_first_aid,"Can I access a first aid kit in Ichibi Luxury Lodge?","No"
has_first_aid,"Is a first aid kit included in Ichibi Luxury Lodge?","No"

has_bbq,"Does Ichibi Luxury Lodge have a BBQ?","Yes"
has_bbq,"Is there a barbecue available at Ichibi Luxury Lodge?","Yes"
has_bbq,"Can I use a BBQ at Ichibi Luxury Lodge?","Yes"
has_bbq,"Does Ichibi Luxury Lodge include a BBQ?","Yes"

has_microwave,"Is there a microwave in Ichibi Luxury Lodge?","Yes"
has_microwave,"Does Ichibi Luxury Lodge provide a microwave?","Yes"
has_microwave,"Can I use a microwave at Ichibi Luxury Lodge?","Yes"
has_microwave,"Does Ichibi Luxury Lodge include a microwave?","Yes"

has_hair_dryer,"Is there a hair dryer at Ichibi Luxury Lodge?","Yes"
has_hair_dryer,"Does Ichibi Luxury Lodge provide a hair dryer?","Yes"
has_hair_dryer,"Can I use a hair dryer at Ichibi Luxury Lodge?","Yes"
has_hair_dryer,"Does Ichibi Luxury Lodge include a hair dryer?","Yes"

has_coffee_tea,"Are coffee and tea provided at Ichibi Luxury Lodge?","Yes"
has_coffee_tea,"Does Ichibi Luxury Lodge offer coffee and tea?","Yes"
has_coffee_tea,"Can I get coffee and tea at Ichibi Luxury Lodge?","Yes"
has_coffee_tea,"Is coffee and tea available in Ichibi Luxury Lodge?","Yes"

has_milk,"Is milk provided at Ichibi Luxury Lodge?","Yes"
has_milk,"Does Ichibi Luxury Lodge offer milk?","Yes"
has_milk,"Can I get milk at Ichibi Luxury Lodge?","Yes"
has_milk,"Is milk available in Ichibi Luxury Lodge?","Yes"

has_water,"Is water provided at Ichibi Luxury Lodge?","Yes"
has_water,"Does Ichibi Luxury Lodge offer bottled water?","Yes"
has_water,"Can I get water at Ichibi Luxury Lodge?","Yes"
has_water,"Is water available in Ichibi Luxury Lodge?","Yes"

has_biscuits,"Are biscuits available at Ichibi Luxury Lodge?","No"
has_biscuits,"Does Ichibi Luxury Lodge provide biscuits?","No"
has_biscuits,"Can I get biscuits at Ichibi Luxury Lodge?","No"
has_biscuits,"Are there biscuits in Ichibi Luxury Lodge?","No"

has_rusk,"Is rusk available at Ichibi Luxury Lodge?","No"
has_rusk,"Does Ichibi Luxury Lodge offer rusk?","No"
has_rusk,"Can I get rusk at Ichibi Luxury Lodge?","No"
has_rusk,"Is rusk provided in Ichibi Luxury Lodge?","No"

has_charcoal_wood,"Are charcoal or wood available at Ichibi Luxury Lodge?","No"
has_charcoal_wood,"Does Ichibi Luxury Lodge provide charcoal or wood?","No"
has_charcoal_wood,"Can I use charcoal or wood at Ichibi Luxury Lodge?","No"
has_charcoal_wood,"Is charcoal or wood available in Ichibi Luxury Lodge?","No"

has_body_wash,"Is body wash provided at Ichibi Luxury Lodge?","Yes"
has_body_wash,"Does Ichibi Luxury Lodge offer body wash?","Yes"
has_body_wash,"Can I get body wash at Ichibi Luxury Lodge?","Yes"
has_body_wash,"Is body wash available in Ichibi Luxury Lodge?","Yes"

checkin_method,"What is the check-in method for Ichibi Luxury Lodge?","In-person with Cindy"
checkin_method,"How do I check in to Ichibi Luxury Lodge?","Meet with Cindy for check-in"
checkin_method,"What is the check-in procedure for Ichibi Luxury Lodge?","Check-in with Cindy"
checkin_method,"How is the check-in handled at Ichibi Luxury Lodge?","Cindy will assist you in-person"

price_high,"What is the high season price for Ichibi Luxury Lodge from December 1 to January 15?","R14 500"
price_high,"How much does Ichibi Luxury Lodge cost during high season (Dec 1 - Jan 15)?","R14 500"
price_high,"What is the rate for Ichibi Luxury Lodge in high season?","R14 500"
price_high,"Can you tell me the high season pricing for Ichibi Luxury Lodge?","R14 500"

price_mid,"What is the mid season price for Ichibi Luxury Lodge from January 16 to May 15 and October 16 to November 30?","R12 500"
price_mid,"How much does Ichibi Luxury Lodge cost during mid season (Jan 16 - May 15 & Oct 16 - Nov 30)?","R12 500"
price_mid,"What is the rate for Ichibi Luxury Lodge in mid season?","R12 500"
price_mid,"Can you tell me the mid season pricing for Ichibi Luxury Lodge?","R12 500"

price_low,"What is the low season price for Ichibi Luxury Lodge from May 16 to October 15?","R12 500"
price_low,"How much does Ichibi Luxury Lodge cost during low season (May 16 - Oct 15)?","R12 500"
price_low,"What is the rate for Ichibi Luxury Lodge in low season?","R12 500"
price_low,"Can you tell me the low season pricing for Ichibi Luxury Lodge?","R12 500"

min_stay,"What is the minimum stay required at Ichibi Luxury Lodge?","14 nights"
min_stay,"How many nights must I stay at Ichibi Luxury Lodge?","14 nights"
min_stay,"Is there a minimum stay at Ichibi Luxury Lodge?","14 nights"
min_stay,"What is the shortest stay allowed at Ichibi Luxury Lodge?","14 nights"

max_stay,"What is the maximum stay allowed at Ichibi Luxury Lodge?","30 nights"
max_stay,"How long can I stay at Ichibi Luxury Lodge?","30 nights"
max_stay,"Is there a maximum stay duration for Ichibi Luxury Lodge?","30 nights"
max_stay,"What is the longest stay permitted at Ichibi Luxury Lodge?","30 nights"

get_name,"What is the name of the property?","Dassen Eiland Home"
get_name,"What's the property called?","Dassen Eiland Home"
get_name,"Can you tell me the name of the home?","Dassen Eiland Home"
get_name,"How is the property named?","Dassen Eiland Home"

get_address,"What is the address of Dassen Eiland Home?","Mount Side Longships"
get_address,"Where is Dassen Eiland Home located?","Mount Side Longships"
get_address,"Can you provide the address for Dassen Eiland Home?","Mount Side Longships"
get_address,"Where can I find Dassen Eiland Home?","Mount Side Longships"

get_place,"Where is Dassen Eiland Home located?","20 Dassen Island Drive"
get_place,"In which area is Dassen Eiland Home situated?","20 Dassen Island Drive"
get_place,"Dassen Eiland Home is in which place?","20 Dassen Island Drive"
get_place,"Which locality is Dassen Eiland Home in?","20 Dassen Island Drive"

get_type,"What type of property is Dassen Eiland Home?","House"
get_type,"Is Dassen Eiland Home a house or an apartment?","House"
get_type,"What kind of accommodation is Dassen Eiland Home?","House"
get_type,"Can you specify the type of Dassen Eiland Home?","House"

get_pax,"How many people can Dassen Eiland Home accommodate?","6"
get_pax,"What is the maximum occupancy of Dassen Eiland Home?","6"
get_pax,"How many guests can stay at Dassen Eiland Home?","6"
get_pax,"What is the guest capacity for Dassen Eiland Home?","6"

get_bedrooms,"How many bedrooms does Dassen Eiland Home have?","3"
get_bedrooms,"What is the number of bedrooms in Dassen Eiland Home?","3"
get_bedrooms,"Does Dassen Eiland Home have multiple bedrooms?","3"
get_bedrooms,"How many bedrooms are there in Dassen Eiland Home?","3"

get_bathrooms,"How many bathrooms does Dassen Eiland Home have?","2"
get_bathrooms,"What is the number of bathrooms in Dassen Eiland Home?","2"
get_bathrooms,"Does Dassen Eiland Home have multiple bathrooms?","2"
get_bathrooms,"How many baths are available in Dassen Eiland Home?","2"

get_bed_sizes,"What are the bed sizes in Dassen Eiland Home?","Room 1: 1 King XL, Room 2: 1 Queen, Room 3: 2 Singles or 1 King"
get_bed_sizes,"Can you tell me the bed sizes at Dassen Eiland Home?","Room 1: 1 King XL, Room 2: 1 Queen, Room 3: 2 Singles or 1 King"
get_bed_sizes,"What type of beds are in Dassen Eiland Home?","Room 1: 1 King XL, Room 2: 1 Queen, Room 3: 2 Singles or 1 King"
get_bed_sizes,"How big are the beds in Dassen Eiland Home?","Room 1: 1 King XL, Room 2: 1 Queen, Room 3: 2 Singles or 1 King"

get_size,"What is the size of Dassen Eiland Home?","170m²"
get_size,"How large is Dassen Eiland Home?","170m²"
get_size,"Can you provide the area of Dassen Eiland Home?","170m²"
get_size,"What is the total square meters of Dassen Eiland Home?","170m²"

get_built_year,"When was Dassen Eiland Home built?","1974"
get_built_year,"In which year was Dassen Eiland Home constructed?","1974"
get_built_year,"What is the construction year of Dassen Eiland Home?","1974"
get_built_year,"When did they build Dassen Eiland Home?","1974"

has_ac,"Does Dassen Eiland Home have air conditioning?","No"
has_ac,"Is there AC available in Dassen Eiland Home?","No"
has_ac,"Does Dassen Eiland Home come with air conditioning?","No"
has_ac,"Can I use air conditioning at Dassen Eiland Home?","No"

has_heat,"Does Dassen Eiland Home have heating?","Yes"
has_heat,"Is there heating in Dassen Eiland Home?","Yes"
has_heat,"Does Dassen Eiland Home provide heating?","Yes"
has_heat,"Can I expect heating at Dassen Eiland Home?","Yes"

has_fan,"Does Dassen Eiland Home have a fan?","Yes"
has_fan,"Is there a fan available in Dassen Eiland Home?","Yes"
has_fan,"Can I use a fan at Dassen Eiland Home?","Yes"
has_fan,"Does Dassen Eiland Home include a fan?","Yes"

has_washing_machine,"Does Dassen Eiland Home have a washing machine?","Yes"
has_washing_machine,"Is there a washing machine in Dassen Eiland Home?","Yes"
has_washing_machine,"Can I do laundry at Dassen Eiland Home?","Yes"
has_washing_machine,"Does Dassen Eiland Home provide a washer?","Yes"

has_tumble_dryer,"Does Dassen Eiland Home have a tumble dryer?","Yes"
has_tumble_dryer,"Is there a dryer available in Dassen Eiland Home?","Yes"
has_tumble_dryer,"Can I use a tumble dryer at Dassen Eiland Home?","Yes"
has_tumble_dryer,"Does Dassen Eiland Home include a dryer?","Yes"

has_dishwasher,"Does Dassen Eiland Home have a dishwasher?","Yes"
has_dishwasher,"Is there a dishwasher in Dassen Eiland Home?","Yes"
has_dishwasher,"Can I use a dishwasher at Dassen Eiland Home?","Yes"
has_dishwasher,"Does Dassen Eiland Home provide a dishwasher?","Yes"

has_iron,"Is there an iron available at Dassen Eiland Home?","Yes"
has_iron,"Does Dassen Eiland Home have an iron?","Yes"
has_iron,"Can I use an iron at Dassen Eiland Home?","Yes"
has_iron,"Is an iron provided in Dassen Eiland Home?","Yes"

has_tv,"Does Dassen Eiland Home have a TV?","Yes"
has_tv,"Is there a television in Dassen Eiland Home?","Yes"
has_tv,"Can I watch TV at Dassen Eiland Home?","Yes"
has_tv,"Does Dassen Eiland Home include a TV?","Yes"

allows_pets,"Are pets allowed at Dassen Eiland Home?","No"
allows_pets,"Can I bring my pet to Dassen Eiland Home?","No"
allows_pets,"Is pet-friendly accommodation available at Dassen Eiland Home?","No"
allows_pets,"Does Dassen Eiland Home allow animals?","No"

has_desk,"Is there a desk available at Dassen Eiland Home?","No"
has_desk,"Does Dassen Eiland Home provide a workspace?","No"
has_desk,"Can I work at Dassen Eiland Home?","No"
has_desk,"Is a desk included in Dassen Eiland Home?","No"

has_fireplace,"Does Dassen Eiland Home have a fireplace?","Yes"
has_fireplace,"Is there a fireplace in Dassen Eiland Home?","Yes"
has_fireplace,"Can I use the fireplace at Dassen Eiland Home?","Yes"
has_fireplace,"Does Dassen Eiland Home include a fireplace?","Yes"

has_fire_extinguisher,"Is there a fire extinguisher at Dassen Eiland Home?","Yes"
has_fire_extinguisher,"Does Dassen Eiland Home provide a fire extinguisher?","Yes"
has_fire_extinguisher,"Can I find a fire extinguisher in Dassen Eiland Home?","Yes"
has_fire_extinguisher,"Is a fire extinguisher available at Dassen Eiland Home?","Yes"

has_first_aid,"Is there a first aid kit available at Dassen Eiland Home?","Yes"
has_first_aid,"Does Dassen Eiland Home provide a first aid kit?","Yes"
has_first_aid,"Can I access a first aid kit in Dassen Eiland Home?","Yes"
has_first_aid,"Is a first aid kit included in Dassen Eiland Home?","Yes"

has_bbq,"Does Dassen Eiland Home have a BBQ?","Yes"
has_bbq,"Is there a barbecue available at Dassen Eiland Home?","Yes"
has_bbq,"Can I use a BBQ at Dassen Eiland Home?","Yes"
has_bbq,"Does Dassen Eiland Home include a BBQ?","Yes"

has_microwave,"Is there a microwave in Dassen Eiland Home?","Yes"
has_microwave,"Does Dassen Eiland Home provide a microwave?","Yes"
has_microwave,"Can I use a microwave at Dassen Eiland Home?","Yes"
has_microwave,"Does Dassen Eiland Home include a microwave?","Yes"

has_hair_dryer,"Is there a hair dryer at Dassen Eiland Home?","Yes"
has_hair_dryer,"Does Dassen Eiland Home provide a hair dryer?","Yes"
has_hair_dryer,"Can I use a hair dryer at Dassen Eiland Home?","Yes"
has_hair_dryer,"Does Dassen Eiland Home include a hair dryer?","Yes"

has_coffee_tea,"Are coffee and tea provided at Dassen Eiland Home?","Yes"
has_coffee_tea,"Does Dassen Eiland Home offer coffee and tea?","Yes"
has_coffee_tea,"Can I get coffee and tea at Dassen Eiland Home?","Yes"
has_coffee_tea,"Is coffee and tea available in Dassen Eiland Home?","Yes"

has_milk,"Is milk provided at Dassen Eiland Home?","Yes"
has_milk,"Does Dassen Eiland Home offer milk?","Yes"
has_milk,"Can I get milk at Dassen Eiland Home?","Yes"
has_milk,"Is milk available in Dassen Eiland Home?","Yes"

has_water,"Is water provided at Dassen Eiland Home?","No"
has_water,"Does Dassen Eiland Home offer bottled water?","No"
has_water,"Can I get water at Dassen Eiland Home?","No"
has_water,"Is water available in Dassen Eiland Home?","No"

has_biscuits,"Are biscuits available at Dassen Eiland Home?","No"
has_biscuits,"Does Dassen Eiland Home provide biscuits?","No"
has_biscuits,"Can I get biscuits at Dassen Eiland Home?","No"
has_biscuits,"Are there biscuits in Dassen Eiland Home?","No"

has_rusk,"Is rusk available at Dassen Eiland Home?","No"
has_rusk,"Does Dassen Eiland Home offer rusk?","No"
has_rusk,"Can I get rusk at Dassen Eiland Home?","No"
has_rusk,"Is rusk provided in Dassen Eiland Home?","No"

has_charcoal_wood,"Are charcoal or wood available at Dassen Eiland Home?","No"
has_charcoal_wood,"Does Dassen Eiland Home provide charcoal or wood?","No"
has_charcoal_wood,"Can I use charcoal or wood at Dassen Eiland Home?","No"
has_charcoal_wood,"Is charcoal or wood available in Dassen Eiland Home?","No"

has_body_wash,"Is body wash provided at Dassen Eiland Home?","Yes"
has_body_wash,"Does Dassen Eiland Home offer body wash?","Yes"
has_body_wash,"Can I get body wash at Dassen Eiland Home?","Yes"
has_body_wash,"Is body wash available in Dassen Eiland Home?","Yes"

checkin_method,"What is the check-in method for Dassen Eiland Home?","In-person check-in"
checkin_method,"How do I check in to Dassen Eiland Home?","With an in-person check-in"
checkin_method,"What is the check-in procedure for Dassen Eiland Home?","In-person assistance"
checkin_method,"How is the check-in handled at Dassen Eiland Home?","Someone will meet you in person"

price_high,"What is the high season price for Dassen Eiland Home from December 1 to January 15?","R5 000"
price_high,"How much does Dassen Eiland Home cost during high season (Dec 1 - Jan 15)?","R5 000"
price_high,"What is the rate for Dassen Eiland Home in high season?","R5 000"
price_high,"Can you tell me the high season pricing for Dassen Eiland Home?","R5 000"

price_mid,"What is the mid season price for Dassen Eiland Home from January 16 to May 15 and October 16 to November 30?","R3 500"
price_mid,"How much does Dassen Eiland Home cost during mid season (Jan 16 - May 15 & Oct 16 - Nov 30)?","R3 500"
price_mid,"What is the rate for Dassen Eiland Home in mid season?","R3 500"
price_mid,"Can you tell me the mid season pricing for Dassen Eiland Home?","R3 500"

price_low,"What is the low season price for Dassen Eiland Home from May 16 to October 15?","R3 000"
price_low,"How much does Dassen Eiland Home cost during low season (May 16 - Oct 15)?","R3 000"
price_low,"What is the rate for Dassen Eiland Home in low season?","R3 000"
price_low,"Can you tell me the low season pricing for Dassen Eiland Home?","R3 000"

min_stay,"What is the minimum stay required at Dassen Eiland Home?","2 nights"
min_stay,"How many nights must I stay at Dassen Eiland Home?","2 nights"
min_stay,"Is there a minimum stay at Dassen Eiland Home?","2 nights"
min_stay,"What is the shortest stay allowed at Dassen Eiland Home?","2 nights"

max_stay,"What is the maximum stay allowed at Dassen Eiland Home?","30 nights"
max_stay,"How long can I stay at Dassen Eiland Home?","30 nights"
max_stay,"Is there a maximum stay duration for Dassen Eiland Home?","30 nights"
max_stay,"What is the longest stay permitted at Dassen Eiland Home?","30 nights"

get_name,"What is the name of the property?","Panorama Seaview Apart"
get_name,"What's the property called?","Panorama Seaview Apart"
get_name,"Can you tell me the name of the apartment?","Panorama Seaview Apart"
get_name,"How is the property named?","Panorama Seaview Apart"

get_address,"What is the address of Panorama Seaview Apart?","Anchor Crescent"
get_address,"Where is Panorama Seaview Apart located?","Anchor Crescent"
get_address,"Can you provide the address for Panorama Seaview Apart?","Anchor Crescent"
get_address,"Where can I find Panorama Seaview Apart?","Anchor Crescent"

get_place,"Where is Panorama Seaview Apart located?","8 Panorama"
get_place,"In which area is Panorama Seaview Apart situated?","8 Panorama"
get_place,"Panorama Seaview Apart is in which place?","8 Panorama"
get_place,"Which locality is Panorama Seaview Apart in?","8 Panorama"

get_type,"What type of property is Panorama Seaview Apart?","Apartment"
get_type,"Is Panorama Seaview Apart a house or an apartment?","Apartment"
get_type,"What kind of accommodation is Panorama Seaview Apart?","Apartment"
get_type,"Can you specify the type of Panorama Seaview Apart?","Apartment"

get_pax,"How many people can Panorama Seaview Apart accommodate?","4"
get_pax,"What is the maximum occupancy of Panorama Seaview Apart?","4"
get_pax,"How many guests can stay at Panorama Seaview Apart?","4"
get_pax,"What is the guest capacity for Panorama Seaview Apart?","4"

get_bedrooms,"How many bedrooms does Panorama Seaview Apart have?","2"
get_bedrooms,"What is the number of bedrooms in Panorama Seaview Apart?","2"
get_bedrooms,"Does Panorama Seaview Apart have multiple bedrooms?","2"
get_bedrooms,"How many bedrooms are there in Panorama Seaview Apart?","2"

get_bathrooms,"How many bathrooms does Panorama Seaview Apart have?","1.5"
get_bathrooms,"What is the number of bathrooms in Panorama Seaview Apart?","1.5"
get_bathrooms,"Does Panorama Seaview Apart have multiple bathrooms?","1.5"
get_bathrooms,"How many baths are available in Panorama Seaview Apart?","1.5"

get_bed_sizes,"What are the bed sizes in Panorama Seaview Apart?","Room 1: 1 King, Room 2: 2 Singles"
get_bed_sizes,"Can you tell me the bed sizes at Panorama Seaview Apart?","Room 1: 1 King, Room 2: 2 Singles"
get_bed_sizes,"What type of beds are in Panorama Seaview Apart?","Room 1: 1 King, Room 2: 2 Singles"
get_bed_sizes,"How big are the beds in Panorama Seaview Apart?","Room 1: 1 King, Room 2: 2 Singles"

get_size,"What is the size of Panorama Seaview Apart?","120m²"
get_size,"How large is Panorama Seaview Apart?","120m²"
get_size,"Can you provide the area of Panorama Seaview Apart?","120m²"
get_size,"What is the total square meters of Panorama Seaview Apart?","120m²"

has_ac,"Does Panorama Seaview Apart have air conditioning?","No"
has_ac,"Is there AC available in Panorama Seaview Apart?","No"
has_ac,"Does Panorama Seaview Apart come with air conditioning?","No"
has_ac,"Can I use air conditioning at Panorama Seaview Apart?","No"

has_heat,"Does Panorama Seaview Apart have heating?","Yes"
has_heat,"Is there heating in Panorama Seaview Apart?","Yes"
has_heat,"Does Panorama Seaview Apart provide heating?","Yes"
has_heat,"Can I expect heating at Panorama Seaview Apart?","Yes"

has_fan,"Does Panorama Seaview Apart have a fan?","No"
has_fan,"Is there a fan available in Panorama Seaview Apart?","No"
has_fan,"Can I use a fan at Panorama Seaview Apart?","No"
has_fan,"Does Panorama Seaview Apart include a fan?","No"

has_washing_machine,"Does Panorama Seaview Apart have a washing machine?","Yes"
has_washing_machine,"Is there a washing machine in Panorama Seaview Apart?","Yes"
has_washing_machine,"Can I do laundry at Panorama Seaview Apart?","Yes"
has_washing_machine,"Does Panorama Seaview Apart provide a washer?","Yes"

has_tumble_dryer,"Does Panorama Seaview Apart have a tumble dryer?","Yes"
has_tumble_dryer,"Is there a dryer available in Panorama Seaview Apart?","Yes"
has_tumble_dryer,"Can I use a tumble dryer at Panorama Seaview Apart?","Yes"
has_tumble_dryer,"Does Panorama Seaview Apart include a dryer?","Yes"

has_dishwasher,"Does Panorama Seaview Apart have a dishwasher?","Yes"
has_dishwasher,"Is there a dishwasher in Panorama Seaview Apart?","Yes"
has_dishwasher,"Can I use a dishwasher at Panorama Seaview Apart?","Yes"
has_dishwasher,"Does Panorama Seaview Apart provide a dishwasher?","Yes"

has_iron,"Is there an iron available at Panorama Seaview Apart?","Yes"
has_iron,"Does Panorama Seaview Apart have an iron?","Yes"
has_iron,"Can I use an iron at Panorama Seaview Apart?","Yes"
has_iron,"Is an iron provided in Panorama Seaview Apart?","Yes"

has_tv,"Does Panorama Seaview Apart have a TV?","Yes"
has_tv,"Is there a television in Panorama Seaview Apart?","Yes"
has_tv,"Can I watch TV at Panorama Seaview Apart?","Yes"
has_tv,"Does Panorama Seaview Apart include a TV?","Yes"

allows_pets,"Are pets allowed at Panorama Seaview Apart?","No"
allows_pets,"Can I bring my pet to Panorama Seaview Apart?","No"
allows_pets,"Is pet-friendly accommodation available at Panorama Seaview Apart?","No"
allows_pets,"Does Panorama Seaview Apart allow animals?","No"

has_desk,"Is there a desk available at Panorama Seaview Apart?","Yes"
has_desk,"Does Panorama Seaview Apart provide a workspace?","Yes"
has_desk,"Can I work at Panorama Seaview Apart?","Yes"
has_desk,"Is a desk included in Panorama Seaview Apart?","Yes"

has_fireplace,"Does Panorama Seaview Apart have a fireplace?","No"
has_fireplace,"Is there a fireplace in Panorama Seaview Apart?","No"
has_fireplace,"Can I use the fireplace at Panorama Seaview Apart?","No"
has_fireplace,"Does Panorama Seaview Apart include a fireplace?","No"

has_fire_extinguisher,"Is there a fire extinguisher at Panorama Seaview Apart?","Yes"
has_fire_extinguisher,"Does Panorama Seaview Apart provide a fire extinguisher?","Yes"
has_fire_extinguisher,"Can I find a fire extinguisher in Panorama Seaview Apart?","Yes"
has_fire_extinguisher,"Is a fire extinguisher available at Panorama Seaview Apart?","Yes"

has_first_aid,"Is there a first aid kit available at Panorama Seaview Apart?","Yes"
has_first_aid,"Does Panorama Seaview Apart provide a first aid kit?","Yes"
has_first_aid,"Can I access a first aid kit in Panorama Seaview Apart?","Yes"
has_first_aid,"Is a first aid kit included in Panorama Seaview Apart?","Yes"

has_bbq,"Does Panorama Seaview Apart have a BBQ?","Yes"
has_bbq,"Is there a barbecue available at Panorama Seaview Apart?","Yes"
has_bbq,"Can I use a BBQ at Panorama Seaview Apart?","Yes"
has_bbq,"Does Panorama Seaview Apart include a BBQ?","Yes"

has_microwave,"Is there a microwave in Panorama Seaview Apart?","Yes"
has_microwave,"Does Panorama Seaview Apart provide a microwave?","Yes"
has_microwave,"Can I use a microwave at Panorama Seaview Apart?","Yes"
has_microwave,"Does Panorama Seaview Apart include a microwave?","Yes"

has_hair_dryer,"Is there a hair dryer at Panorama Seaview Apart?","Yes"
has_hair_dryer,"Does Panorama Seaview Apart provide a hair dryer?","Yes"
has_hair_dryer,"Can I use a hair dryer at Panorama Seaview Apart?","Yes"
has_hair_dryer,"Does Panorama Seaview Apart include a hair dryer?","Yes"

has_coffee_tea,"Are coffee and tea provided at Panorama Seaview Apart?","Yes"
has_coffee_tea,"Does Panorama Seaview Apart offer coffee and tea?","Yes"
has_coffee_tea,"Can I get coffee and tea at Panorama Seaview Apart?","Yes"
has_coffee_tea,"Is coffee and tea available in Panorama Seaview Apart?","Yes"

has_milk,"Is milk provided at Panorama Seaview Apart?","Yes"
has_milk,"Does Panorama Seaview Apart offer milk?","Yes"
has_milk,"Can I get milk at Panorama Seaview Apart?","Yes"
has_milk,"Is milk available in Panorama Seaview Apart?","Yes"

has_water,"Is water provided at Panorama Seaview Apart?","No"
has_water,"Does Panorama Seaview Apart offer bottled water?","No"
